handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
cf_bali,Product,Bali Futon Frame,"The Bali futon frame offers a traditional slatted arm design that continues down the arm to encapsulate the sides. This frame is available with the Nesting Body Classic Design that features three positions: sofa, reclined, and bed. Two unique finishes are available: Skye and Brushed DriftwoodAvailable in Full and Queen","https://static.wixstatic.com/media/e04e89_1b2b8f6f864d4de8aa243f748acfbbf6~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_3f69cfd86c8c4a42b9f0cebf7bb69449~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_8b6693dd95e1412eb93e4499baa0707d~mv2.png/v1/fit/w_2000,h_2000,q_90/file.png",Front Loading Nesting,CF-FRAME-BALI,,729,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_flagstaff,Product,Flagstaff Futon Frame,*Contact for availability and pricing* The Flagstaff is a perfect blend of 9” of both soft and medium firm high-density convoluted foam plus 2” of 2.5-pound density block foam compressed to 8” to create a nearly perfect “medium” feel.,"https://static.wixstatic.com/media/e04e89_07621d698bdd4ab6a62b372d433fdb22~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-FLAGSTAFF,,,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_chandler,Product,Chandler Futon Frame,*Contact for availability and pricing* The Chandler is a pressure-relieving memory foam mattress that conforms to and supports for individualized comfort.,"https://static.wixstatic.com/media/e04e89_354d2b79d3004c6e95e629a6d99d2e8e~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-CHANDLER,,,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_pagoda,Product,Pagoda Futon Frame,"Pagoda will be the centerpiece of your room, with its distinct and elegant, slightly curved arm cap. Available in Black Walnut and Gray. Available in Full, Queen, Full Loveseat w/Ottoman, and Queen Loveseat w/Ottoman.","https://static.wixstatic.com/media/e04e89_64a88a98a65c44a184a777765d4ab582~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Wall Hugger Frames,CF-FRAME-PAGODA,,737,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_tamarind,Product,Tamarind Futon Frame,"The Tamarind Bed is a handsome frame for every sort of lush and lovely bedding. The Tamarind makes a statement in any room and holds its own. Bed rails can be set up in two heights of 13.5"" or 16.3"" Available in Twin, Full, Queen, and King sizes Available in Cherry, Chocolate, White, Natural, and Stonewash Gray finishes","https://static.wixstatic.com/media/e04e89_87fc5cbf2de64492b123696695425c63~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_686426dd5d9d47c1b51d64eb3fd4d7bd~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_febeb1f5af1b4767a8143d62ce5588b8~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_1f528ebf9ff743fcad3e7543a4034025~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_aa2e7a6ede8f4097912a25162d5076c3~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_745aeb2470e84e4bbd480596b10cf9f0~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_c0b6b7df799649d99cd9adf845d1f945~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_526ed23fe1a949abaf023584f7f1b200~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Platform Beds,CF-FRAME-TAMARIND,,321,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_haley_110,Product,Haley 110 Futon Frame,"A popular multi-purpose futon engineered for a medium-firm feel, with generous amounts of highly-resilient foam and polyester. Characteristics Comfort Level - A not too soft, not too firm feel Durability - 10-12+ years, designed to resist changes in support for years Thickness - A TRUE 8"" (14"" of overstuffed goods compressed to perform inside an 8"" border) Weight - Per full size, 40 pounds Home Style Use - Sofa and Bed Frame Recommendations - Can be used on a bi-fold frame or a platform bed style frame Construction A 100% polyester fabric that breathes, stays cool and comfortable, and repels moisture. 9"" of 2-pound density foam provides the ability to keep the mattress looking and feeling great. The flame-retardant rayon wrap and polyester protects the mattress and gives a clean, finished look. Machine tufting reduces the thickness of the mattress to lock in its good look and feel. The tape edge construction ensures a proper fit and finish of the mattress cover. Bench Built: Hand-made quality assures uniformity and quality control on each futon. Box Edges: For a TRUE reading of thickness. Overstuffed: Generous amounts (approx. 14"") of different combinations of highly resilient foam and fiber that create an ""inside out"" force against the mattress ticking that is necessary for proper and comfortable support, whether sitting or sleeping. Tape Edge Closure: Expert mattress tailoring operation that seals the comfort inside the mattress ensures proper placement of materials in the cover and reinforces the edges to present a clean tailored look instead of a ""haphazardly stuffed look."" Compression Lace Tufting: This customized process alone will differentiate an Otis futon from any other! CLT serves to compress, strengthen, and control the overstuffed cushioning materials. Our ""buttonless"" tufting process forces the foam, fibers, springs, and mattress fabric to work together to create a supportive synergy that produces a comfort level unique to each mattress… bottom line, your mattress will feel as supportive as it did on the first day.","https://static.wixstatic.com/media/ed8a72_a3340eb058db41d5ad5d32a888b970f5~mv2.png/v1/fit/w_2000,h_2000,q_90/file.png",Platform Beds,CF-FRAME-HALEY110,,659,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_studio_frame,Product,Studio Futon Frame,"The Studio frame is a no-frills approach for a couch that can quickly and effortlessly be converted to a bed. It features four adjustable positions as a couch, with a set of sturdy wheels in the back, making it easy to move. Simple and affordable, this frame is a popular choice for any casual setting that fits in with any urban decor. The sturdy wheels in the back make it easy to move, with four reclining positions available. The Studio frame is a popular choice for any casual setting. Available in Full and Queen sizes. DimensionsFull Size: 54.5""W x 74""L x 10""H (bed position)Sofa Height: 31""Sofa Depth: 37.5"" Queen Size: 59.5""W x 78""L x 10""H (bed position)Sofa Height: 36""Sofa Depth: 38""","https://static.wixstatic.com/media/e04e89_4cd3b2c8e6c24c2b89bc72bbebbc4248~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_5559ff110eb6414c8d025d7d9a4f2e50~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Futon Frames,CF-FRAME-STUDIO,,229,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_ruskin,Product,Ruskin Futon Frame,The Ruskin futon frame features a simple yet elegant design of Mission-style vertical slats topped off by a slightly curving arm rest. Available in two finishes: Cherry and Dark Chocolate.Available in Full and Queen.,"https://static.wixstatic.com/media/e04e89_55f6efa6554646da8f74db10b161ba71~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_71fe692588e64850aa915aca6ffc346b~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Futon Frames,CF-FRAME-RUSKIN,,629,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_northampton,Product,Northampton Futon Frame,"*Contact for availability and pricing* The Northampton is another star in the Simple Comfort line but also a Dual Comfort mattress, with multi layers of rebonded foam and convoluted high-density foam to create a medium firm side and a softer side.","https://static.wixstatic.com/media/e04e89_0eb04eaa5f7f4ebfb28e59ac8dbc7372~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-NORTHAMPTON,,,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_key_west,Product,Key West Futon Frame,"The carefree style and fresh white finish of the Key West frame is perfectly at home in a beach, lake, or cottage setting. Available in White Finish only. Available in Full and Queen.","https://static.wixstatic.com/media/e04e89_0cab553616744ccfb0c7afb01fd1bf7b~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Futon Frames,CF-FRAME-KEYWEST,,719,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_tozi,Product,Tozi Futon Frame,"The Tozi is a low-profile futon frame that fits great in tight spaces and allows the cover to be the focal point of this design. Available in Black Walnut in Full, Queen, Full Loveseat + Ottoman, and Queen Loveseat + Ottoman sizes.","https://static.wixstatic.com/media/e04e89_ddd2575f54504a6cbb7be09c774bbfe6~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_2decb44785ec43ca8c44aa735795b64f~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Wall Hugger Frames,CF-FRAME-TOZI,,656,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_gemini,Product,Gemini Futon Frame,*Contact for availability and pricing* The Gemini provides the comforting support of latex-like foam to deliver exceptional comfort that envelops your entire body. Ultra-premium seating comfort; unmatchable sleeping comfort.,"https://static.wixstatic.com/media/e04e89_4cab654aac414b82bec33508dce4b1b3~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-GEMINI,,,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_cambridge,Product,Cambridge Futon Frame,"*Contact for availability and pricing* The Cambridge is our star entry in the Simple Comfort line, which offers a soft-medium feel and affordability.","https://static.wixstatic.com/media/e04e89_17660b22850343059377d2a0edd7475c~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-CAMBRIDGE,,,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_sedona,Product,Sedona Futon Frame,*Contact for availability and pricing* The Sedona is another Dual Comfort mattress that offers a firm side and a medium-firm side; the perfect choice for consumers seeking a firmer comfort level and affordability.,"https://static.wixstatic.com/media/e04e89_1784a066b6d04f51b8882618474df1dc~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-SEDONA,,,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_tiro,Product,Tiro Futon Frame,"The Tiro frame is the easiest way to make the most out of small spaces, with its collapsible tray table feature. Available in your choice of Warm Cherry or Dark Cherry. Available in Full, Queen, Full Loveseat w/Ottoman, and Queen Loveseat w/Ottoman.","https://static.wixstatic.com/media/e04e89_36ddfc4cab4c40f5b5188f325a982984~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_5451dd4980b44f7e9f42048d5dc9bd8d~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_d8a9165606834f55bf514c4949a0d1f3~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_4f8bc7427186421cbb10030a725cffc8~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Wall Hugger Frames,CF-FRAME-TIRO,,782,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_yuma,Product,Yuma Futon Frame,"The Yuma is a Dual-Comfort linked coil innerspring unit, with the full size having 390 coils and queen size having 493 coils, with 2"" of 2 lbs. flat polyurethane soft foam, 3"" of 2.2 lbs. of convoluted polyurethane foam, and 1.375"" flat 2.2 lbs. of firm foam.","https://static.wixstatic.com/media/e04e89_ff7419677f7b4d5a87d1815aa167dbc2~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Mattresses,CF-FRAME-YUMA,,,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_fuji,Product,Fuji Futon Frame,The Fuji futon frame brings a touch of Asian decor to any room with its curved stylish arms. Available in two finishes: Cherry and Dark Chocolate.Available in Full and Queen.,"https://static.wixstatic.com/media/e04e89_d60bc6751da04b5db43c7004a092c4e0~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_3ed2a46a06034596aeb8c67c842e0ed0~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Futon Frames,CF-FRAME-FUJI,,589,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
cf_trelli,Product,Trelli Futon Frame,"Trelli's concave flowing arm cap and railroad trestle foundation combines style and function to any room. Available in Black Walnut and Warm Cherry. Available in Full, Queen, Full Loveseat w/Ottoman, and Queen Loveseat w/Ottoman.","https://static.wixstatic.com/media/e04e89_bf297cf70f0a43a99f7fa29da11d142e~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg;https://static.wixstatic.com/media/e04e89_10e851f9921145cbb0db2f9f4807957a~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",Futon Frames,CF-FRAME-TRELLI,,773,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,Manufacturer,Night & Day Furniture,,,,,,,,,,,,,,,,,Carolina Futons
